id,城市id,名称,,
269986,103,都昌县,,
270322,103,湖口县,,
270484,103,彭泽县,,
270693,103,瑞昌市,,
270930,103,共青城市,,
270991,257,渝水区,,
271352,257,分宜县,,
271537,284,月湖区,,
271626,284,余江县,,
271819,284,贵溪市,,
272097,78,章贡区,,
272266,78,赣县区,,
272581,78,信丰县,,
272893,78,大余县,,
273023,78,上犹县,,
273179,78,崇义县,,
273328,78,安远县,,
273513,78,龙南县,,
273636,78,定南县,,
273782,78,全南县,,
273896,78,宁都县,,
274248,78,于都县,,
274658,78,兴国县,,
275000,78,会昌县,,
275292,78,寻乌县,,
275487,78,石城县,,
275647,78,瑞金市,,
275907,78,南康区,,
276263,151,吉州区,,
276406,151,青原区,,
276546,151,吉安县,,
276912,151,吉水县,,
277211,151,峡江县,,
277315,151,新干县,,
277497,151,永丰县,,
277759,151,泰和县,,
278130,151,遂川县,,
278493,151,万安县,,
278667,151,安福县,,
278962,151,永新县,,
279252,151,井冈山市,,
279408,132,袁州区,,
279819,132,奉新县,,
280028,132,万载县,,
280249,132,上高县,,
280488,132,宜丰县,,
280751,132,靖安县,,
280865,132,铜鼓县,,
280999,132,丰城市,,
281613,132,樟树市,,
281933,132,高安市,,
282322,252,临川区,,
282848,252,南城县,,
283034,252,黎川县,,
283191,252,南丰县,,
283389,252,崇仁县,,
283572,252,乐安县,,
283779,252,宜黄县,,
283948,252,金溪县,,
284131,252,资溪县,,
284222,252,东乡县,,
284424,252,广昌县,,
284582,123,信州区,,
284712,123,上饶县,,
284978,123,广丰区,,
285236,123,玉山县,,
285494,123,铅山县,,
285698,123,横峰县,,
285794,123,弋阳县,,
285968,123,余干县,,
286423,123,鄱阳县,,
287027,123,万年县,,
287194,123,婺源县,,
287417,123,德兴市,,
287563,16,历下区,,
287681,16,市中区,,
287899,16,槐荫区,,
288078,16,天桥区,,
288342,16,历城区,,
289077,16,长清区,,
289712,16,平阴县,,
290072,16,济阳县,,
290937,16,商河县,,
291914,16,章丘区,,
292850,18,市南区,,
292926,18,市北区,,
293123,18,黄岛区,,
294383,18,崂山区,,
294545,18,李沧区,,
294678,18,城阳区,,
294935,18,胶州市,,
295828,18,即墨市,,
296928,18,平度市,,
298792,18,莱西市,,
299702,81,淄川区,,
300175,81,张店区,,
300484,81,博山区,,
300816,81,临淄区,,
301310,81,周村区,,
301577,81,桓台县,,
301933,81,高青县,,
302713,81,沂源县,,
303367,140,市中区,,
303541,140,薛城区,,
303812,140,峄城区,,
304162,140,台儿庄区,,
304380,140,山亭区,,
304664,140,滕州市,,
305933,99,东营区,,
306248,99,河口区,,
306447,99,垦利区,,
306810,99,利津县,,
307349,99,广饶县,,
307940,56,芝罘区,,
308099,56,福山区,,
308474,56,牟平区,,
309079,56,莱山区,,
309235,56,长岛县,,
309284,56,龙口市,,
309909,56,莱阳市,,
310722,56,莱州市,,
311755,56,蓬莱市,,
312352,56,招远市,,
313107,56,栖霞市,,
314077,56,海阳市,,
314826,63,潍城区,,
315086,63,寒亭区,,
315513,63,坊子区,,
316099,63,奎文区,,
316378,63,临朐县,,
316734,63,昌乐县,,
317114,63,青州市,,
318188,63,诸城市,,
318469,63,寿光市,,
319460,63,安丘市,,
320343,63,高密市,,
321314,63,昌邑市,,
322016,89,市中区,,
322308,89,任城区,,
322729,89,微山县,,
323287,89,鱼台县,,
323691,89,金乡县,,
324364,89,嘉祥县,,
325088,89,汶上县,,
325597,89,泗水县,,
326212,89,梁山县,,
326855,89,曲阜市,,
327274,89,兖州区,,
327819,89,邹城市,,
328733,83,泰山区,,
328950,83,岱岳区,,
329694,83,宁阳县,,
330274,83,东平县,,
331005,83,新泰市,,
331939,83,肥城市,,
332590,64,环翠区,,
333066,64,文登区,,
333976,64,荣成市,,
334944,64,乳山市,,
335581,109,东港区,,
336300,109,岚山区,,
336729,109,五莲县,,
337374,109,莒县,,
338658,265,莱城区,,
339514,265,钢城区,,
339751,85,兰山区,,
340259,85,罗庄区,,
340502,85,河东区,,
340965,85,沂南县,,
341555,85,郯城县,,
342185,85,沂水县,,
343267,85,兰陵县,,
344309,85,费县,,
344797,85,平邑县,,
345545,85,莒南县,,
346294,85,蒙阴县,,
346769,85,临沭县,,
347068,87,德城区,,
347277,87,陵城区,,
348281,87,宁津县,,
349078,87,庆云县,,
349479,87,临邑县,,
349676,87,齐河县,,
350706,87,平原县,,
350899,87,夏津县,,
351224,87,武城县,,
351428,87,乐陵市,,
351936,87,禹城市,,
352337,125,东昌府区,,
353460,125,阳谷县,,
354352,125,莘县,,
355531,125,茌平县,,
356278,125,东阿县,,
356807,125,冠县,,
357587,125,高唐县,,
357697,125,临清市,,
358369,144,滨城区,,
359355,144,惠民县,,
360491,144,阳信县,,
361359,144,无棣县,,
361975,144,沾化区,,
362435,144,博兴县,,
362904,144,邹平县,,
363773,191,牡丹区,,
364564,191,曹县,,
365772,191,单县,,
366303,191,成武县,,
366802,191,巨野县,,
367708,191,郓城县,,
368772,191,鄄城县,,
369230,191,定陶区,,
369609,191,东明县,,
370035,21,中原区,,
370249,21,二七区,,
370421,21,管城回族区,,
370589,21,金水区,,
370854,21,上街区,,
370919,21,惠济区,,
370992,21,中牟县,,
371459,21,巩义市,,
371795,21,荥阳市,,
372112,21,新密市,,
372482,21,新郑市,,
372865,21,登封市,,
373207,118,龙亭区,,
373272,118,顺河回族区,,
373348,118,鼓楼区,,
373398,118,禹王台区,,
373454,118,金明区,,
373543,118,杞县,,
374166,118,通许县,,
374490,118,尉氏县,,
375029,118,祥符区,,
375390,118,兰考县,,
375881,59,老城区,,
375936,59,西工区,,
376011,59,瀍河回族区,,
376049,59,涧西区,,
376172,59,吉利区,,
376212,59,洛龙区,,
376492,59,孟津县,,
376737,59,新安县,,
377060,59,栾川县,,
377288,59,嵩县,,
377632,59,汝阳县,,
377867,59,宜阳县,,
378246,59,洛宁县,,
378655,59,伊川县,,
379043,59,偃师市,,
379304,179,新华区,,
379420,179,卫东区,,
379497,179,石龙区,,
379516,179,湛河区,,
379626,179,宝丰县,,
379967,179,叶县,,
380562,179,鲁山县,,
381146,179,郏县,,
381539,179,舞钢市,,
381770,179,汝州市,,
382248,147,文峰区,,
382432,147,北关区,,
382519,147,殷都区,,
382615,147,龙安区,,
382773,147,安阳县,,
383403,147,汤阴县,,
383718,147,滑县,,
384761,147,内黄县,,
385311,147,林州市,,
385904,291,鹤山区,,
385993,291,山城区,,
386103,291,淇滨区,,
386267,291,浚县,,
386743,291,淇县,,
386930,79,红旗区,,
387051,79,卫滨区,,
387110,79,凤泉区,,
387162,79,牧野区,,
387261,79,新乡县,,
387448,79,获嘉县,,
387690,79,原阳县,,
388298,79,延津县,,
388664,79,封丘县,,
389292,79,长垣县,,
389882,79,卫辉市,,
390263,79,辉县市,,
390846,149,解放区,,
390909,149,中站区,,
390969,149,马村区,,
391055,149,山阳区,,
391215,149,修武县,,
391427,149,博爱县,,
391653,149,武陟县,,
392026,149,温县,,
392301,149,沁阳市,,
392655,149,孟州市,,
392957,219,华龙区,,
393281,219,清丰县,,
393808,219,南乐县,,
394148,219,范县,,
394758,219,台前县,,
395143,219,濮阳县,,
396165,116,魏都区,,
396281,116,许昌县,,
396756,116,鄢陵县,,
397110,116,襄城县,,
397575,116,禹州市,,
398259,116,长葛市,,
398650,264,源汇区,,
398786,264,郾城区,,
398995,264,召陵区,,
399241,264,舞阳县,,
399653,264,临颍县,,
400037,237,湖滨区,,
400137,237,渑池县,,
400396,237,陕州区,,
400681,237,卢氏县,,
401068,237,义马市,,
401111,237,灵宝市,,
401593,115,宛城区,,
401923,115,卧龙区,,
402249,115,南召县,,
402618,115,方城县,,
403203,115,西峡县,,
403522,115,镇平县,,
403975,115,内乡县,,
404288,115,淅川县,,
404806,115,社旗县,,
405080,115,唐河县,,
405641,115,新野县,,
405929,115,桐柏县,,
406168,115,邓州市,,
406807,204,梁园区,,
407142,204,睢阳区,,
407553,204,民权县,,
408132,204,睢县,,
408710,204,宁陵县,,
409090,204,柘城县,,
409635,204,虞城县,,
410322,204,夏邑县,,
411092,204,永城市,,
411893,161,浉河区,,
412166,161,平桥区,,
412523,161,罗山县,,
412847,161,光山县,,
413225,161,新县,,
413447,161,商城县,,
413838,161,固始县,,
414512,161,潢川县,,
414822,161,淮滨县,,
415137,161,息县,,
415507,226,川汇区,,
415698,226,扶沟县,,
416127,226,西华县,,
416631,226,商水县,,
417247,226,沈丘县,,
417842,226,郸城县,,
418382,226,淮阳县,,
418874,226,太康县,,
419673,226,鹿邑县,,
420254,226,项城市,,
420776,235,驿城区,,
421036,235,西平县,,
421343,235,上蔡县,,
421829,235,平舆县,,
422072,235,正阳县,,
422387,235,确山县,,
422600,235,泌阳县,,
422981,235,汝南县,,
423280,235,遂平县,,
423500,235,新蔡县,,
423886,325,沁园街道,,
423907,325,济水街道,,
423920,325,北海街道,,
423939,325,天坛街道,,
423962,325,玉泉街道,,
423985,325,克井镇,,
424036,325,五龙口镇,,
424068,325,轵城镇,,
424138,325,承留镇,,
424189,325,邵原镇,,
424240,325,坡头镇,,
424265,325,梨林镇,,
424311,325,大峪镇,,
424342,325,思礼镇,,
424370,325,王屋镇,,
424415,325,下冶镇,,
424456,4,江岸区,,
424620,4,江汉区,,
424743,4,硚口区,,
424892,4,汉阳区,,
425023,4,武昌区,,
425220,4,青山区,,
425338,4,洪山区,,
425634,4,东西湖区,,
425794,4,汉南区,,
425868,4,蔡甸区,,
426266,4,江夏区,,
426694,4,黄陂区,,
427394,4,新洲区,,
428064,173,黄石港区,,
428100,173,西塞山区,,
428141,173,下陆区,,
428184,173,铁山区,,
428200,173,阳新县,,
428652,173,大冶市,,
429089,170,茅箭区,,
429171,170,张湾区,,
429288,170,郧阳区,,
429687,170,郧西县,,
430049,170,竹山县,,
430317,170,竹溪县,,
430694,170,房县,,
431030,170,丹江口市,,
431320,94,西陵区,,
431434,94,伍家岗区,,
431492,94,点军区,,
431551,94,猇亭区,,
431580,94,夷陵区,,
431791,94,远安县,,
431916,94,兴山县,,
432021,94,秭归县,,
432227,94,长阳土家族自治县,,
432402,94,五峰土家族自治县,,
432519,94,宜都市,,
432684,94,当阳市,,
432868,94,枝江市,,
433094,150,襄城区,,
433278,150,樊城区,,
433495,150,襄州区,,
433985,150,南漳县,,
434301,150,谷城县,,
434603,150,保康县,,
434879,150,老河口市,,
435153,150,枣阳市,,
435744,150,宜城市,,
435994,310,梁子湖区,,
436087,310,华容区,,
436210,310,鄂城区,,
436408,220,东宝区,,
436627,220,掇刀区,,
436753,220,京山县,,
437256,220,沙洋县,,
437566,220,钟祥市,,
438170,236,孝南区,,
438713,236,孝昌县,,
439186,236,大悟县,,
439579,236,云梦县,,
439890,236,应城市,,
440332,236,安陆市,,
440745,236,汉川市,,
441406,124,沙市区,,
441606,124,荆州区,,
441800,124,公安县,,
442214,124,监利县,,
443090,124,江陵县,,
443350,124,石首市,,
443698,124,洪湖市,,
444256,124,松滋市,,
444554,153,黄州区,,
444714,153,团风县,,
445029,153,红安县,,
445468,153,罗田县,,
445927,153,英山县,,
446261,153,浠水县,,
446961,153,蕲春县,,
447562,153,黄梅县,,
448177,153,麻城市,,
448956,153,武穴市,,
449314,250,咸安区,,
449521,250,嘉鱼县,,
449633,250,通城县,,
449839,250,崇阳县,,
450055,250,通山县,,
450276,250,赤壁市,,
450485,260,曾都区,,
450703,260,随县,,
451119,260,广水市,,
451542,233,恩施市,,
451768,233,利川市,,
452372,233,建始县,,
452795,233,巴东县,,
453299,233,宣恩县,,
453593,233,咸丰县,,
453874,233,来凤县,,
454079,233,鹤峰县,,
454301,342,沙嘴街道,,
454320,342,干河街道,,
454360,342,龙华山,,
454382,342,郑场镇,,
454412,342,毛嘴镇,,
454445,342,豆河镇,,
454489,342,三伏潭镇,,
454526,342,胡场镇,,
454572,342,长倘口镇,,
454639,342,西流河镇,,
454712,342,沙湖镇,,
454753,342,杨林尾镇,,
454816,342,彭场镇,,
454875,342,张沟镇,,
454924,342,郭河镇,,
454962,342,沔城回族镇,,
454976,342,通海口镇,,
455005,342,陈场镇,,
455044,342,工业园区,,
455051,342,九合垸原种场,,
455054,342,沙湖原种场,,
455063,342,五湖渔场,,
455068,342,赵西垸林场,,
455070,342,畜禽良种场,,
455074,342,排湖风景区,,
455083,302,园林办事处,,
455111,302,杨市办事处,,
455133,302,周矶办事处,,
455159,302,广华办事处,,
455166,302,泰丰办事处,,
455182,302,高场办事处,,
455188,302,竹根滩镇,,
455223,302,渔洋镇,,
455254,302,王场镇,,
455278,302,高石碑镇,,
455307,302,熊口镇,,
455336,302,老新镇,,
455371,302,浩口镇,,
455404,302,积玉口镇,,
455431,302,张金镇,,
455471,302,龙湾镇,,
455496,302,江汉石油管理局,,
455512,302,潜江经济开发区,,
455523,302,周矶管理区,,
455528,302,后湖管理区,,
455537,302,熊口管理区,,
455545,302,总口管理区,,
455559,302,白鹭湖管理区,,
455568,302,运粮湖管理区,,
455575,302,浩口原种场,,
455578,337,竟陵街道,,
455611,337,侨乡街道开发区,,
455627,337,杨林街道,,
455651,337,多宝镇,,
455700,337,拖市镇,,
455744,337,张港镇,,
455791,337,蒋场镇,,
455815,337,汪场镇,,
455841,337,渔薪镇,,
455877,337,黄潭镇,,
455913,337,岳口镇,,
455967,337,横林镇,,
456010,337,彭市镇,,
456042,337,麻洋镇,,
456078,337,多祥镇,,
456112,337,干驿镇,,
456145,337,马湾镇,,
456172,337,卢市镇,,
456213,337,小板镇,,
456240,337,九真镇,,
456277,337,皂市镇,,
456323,337,胡市镇,,
456349,337,石河镇,,
456387,337,佛子山镇,,
456415,337,净潭乡,,
456441,337,蒋湖农场,,
456452,337,白茅湖农场,,
456458,337,沉湖管委会,,
456461,353,松柏镇,,
456472,353,阳日镇,,
456488,353,木鱼镇,,
456499,353,红坪镇,,
456510,353,新华镇,,
456521,353,九湖镇,,
456528,353,宋洛乡,,
456538,353,下谷坪土家族乡,,
456548,29,芙蓉区,,
456643,29,天心区,,
456738,29,岳麓区,,
456933,29,开福区,,
457080,29,雨花区,,
457234,29,望城区,,
457415,29,长沙县,,
457736,29,宁乡县,,
458192,29,浏阳市,,
458632,143,荷塘区,,
458714,143,芦淞区,,
458826,143,石峰区,,
458907,143,天元区,,
459028,143,株洲县,,
459309,143,攸县,,
459637,143,茶陵县,,
460047,143,炎陵县,,
460278,143,醴陵市,,
460711,174,雨湖区,,
460943,174,岳塘区,,
461088,174,湘潭县,,
461780,174,湘乡市,,
462551,174,韶山市,,
462635,142,珠晖区,,
462759,142,雁峰区,,
462844,142,石鼓区,,
462929,142,蒸湘区,,
463019,142,南岳区,,
463061,142,衡阳县,,
464023,142,衡南县,,
464879,142,衡山县,,
465237,142,衡东县,,
465844,142,祁东县,,
466778,142,耒阳市,,
467498,142,常宁市,,
468295,215,双清区,,
468425,215,大祥区,,
468572,215,北塔区,,
468638,215,邵东县,,
469682,215,新邵县,,
470381,215,邵阳县,,
471079,215,隆回县,,
472112,215,洞口县,,
472727,215,绥宁县,,
473124,215,新宁县,,
473647,215,城步苗族自治县,,
473928,215,武冈市,,
474455,183,岳阳楼区,,
474684,183,云溪区,,
474781,183,君山区,,
474909,183,岳阳县,,
475546,183,华容县,,
476077,183,湘阴县,,
476557,183,平江县,,
477392,183,汨罗市,,
477915,183,临湘市,,
478247,190,武陵区,,
478463,190,鼎城区,,
479159,190,安乡县,,
479455,190,汉寿县,,
480079,190,澧县,,
480590,190,临澧县,,
480947,190,桃源县,,
481438,190,石门县,,
482177,190,津市市,,
482302,108,永定区,,
482714,108,武陵源区,,
482764,108,慈利县,,
483480,108,桑植县,,
484074,224,资阳区,,
484214,224,赫山区,,
484573,224,南县,,
485017,224,桃江县,,
485344,224,安化县,,
485916,224,沅江市,,
486200,214,北湖区,,
486409,214,苏仙区,,
486656,214,桂阳县,,
487190,214,宜章县,,
487578,214,永兴县,,
487975,214,嘉禾县,,
488264,214,临武县,,
488581,214,汝城县,,
488926,214,桂东县,,
489099,214,安仁县,,
489342,214,资兴市,,
489668,276,零陵区,,
490222,276,冷水滩区,,
490601,276,祁阳县,,
491598,276,东安县,,
492158,276,双牌县,,
492378,276,道县,,
492987,276,江永县,,
493243,276,宁远县,,
493960,276,蓝山县,,
494358,276,新田县,,
494759,276,江华瑶族自治县,,
495303,247,鹤城区,,
495467,247,中方县,,
495722,247,沅陵县,,
496244,247,辰溪县,,
496717,247,溆浦县,,
497453,247,会同县,,
497836,247,麻阳苗族自治县,,
498183,247,新晃侗族自治县,,
498516,247,芷江侗族自治县,,
498855,247,靖州苗族侗族自治县,,
499068,247,通道侗族自治县,,
499346,247,洪江市,,
499761,279,娄星区,,
500009,279,双峰县,,
500956,279,新化县,,
502175,279,冷水江市,,
502403,279,涟源市,,
503377,127,吉首市,,
503572,127,泸溪县,,
503740,127,凤凰县,,
504120,127,花垣县,,
504446,127,保靖县,,
504684,127,古丈县,,
504855,127,永顺县,,
505210,127,龙山县,,
505709,3,荔湾区,,
505927,3,越秀区,,
506213,3,海珠区,,
506489,3,天河区,,
506717,3,白云区,,
507107,3,黄埔区,,
507176,3,番禺区,,
507455,3,花都区,,
507702,3,南沙区,,
507879,3,萝岗区,,
507945,3,增城区,,
508294,3,从化区,,
508583,102,武江区,,
508674,102,浈江区,,
508796,102,曲江区,,
508920,102,始兴县,,
509060,102,仁化县,,
509196,102,翁源县,,
509379,102,乳源瑶族自治县,,
509508,102,新丰县,,
509673,102,乐昌市,,
509918,102,南雄市,,
510172,11,罗湖区,,
510298,11,福田区,,
510425,11,南山区,,
510536,11,宝安区,,
510817,11,龙岗区,,
510996,11,盐田区,,
511028,36,香洲区,,
511203,36,斗门区,,
511340,36,金湾区,,
511389,55,龙湖区,,
511510,55,金平区,,
511696,55,濠江区,,
511764,55,潮阳区,,
512050,55,潮南区,,
512294,55,澄海区,,
512488,55,南澳县,,
512531,28,禅城区,,
512677,28,南海区,,
512960,28,顺德区,,
513174,28,三水区,,
513262,28,高明区,,
513348,67,蓬江区,,
513498,67,江海区,,
513563,67,新会区,,
513806,67,台山市,,
514139,67,开平市,,
514425,67,鹤山市,,
514578,67,恩平市,,
514765,111,赤坎区,,
514815,111,霞山区,,
514905,111,坡头区,,
514983,111,麻章区,,
515110,111,遂溪县,,
515387,111,徐闻县,,
515612,111,廉江市,,
516027,111,雷州市,,
516543,111,吴川市,,
516754,96,茂南区,,
516985,96,茂港区,,
517096,96,电白区,,
517445,96,高州市,,
517966,96,化州市,,
518370,96,信宜市,,
518782,91,端州区,,
518846,91,鼎湖区,,
518935,91,广宁县,,
519129,91,怀集县,,
519473,91,封开县,,
519689,91,德庆县,,
519896,91,高要区,,
520266,91,四会市,,
520444,71,惠城区,,
520726,71,惠阳区,,
520902,71,博罗县,,
521302,71,惠东县,,
521614,71,龙门县,,
521812,129,梅江区,,
521943,129,梅县区,,
522354,129,大埔县,,
522629,129,丰顺县,,
522928,129,五华县,,
523390,129,平远县,,
523546,129,蕉岭县,,
523667,129,兴宁市,,
524184,239,城区,,
524317,239,海丰县,,
524618,239,陆河县,,
524754,239,陆丰市,,
525140,182,源城区,,
525215,182,紫金县,,
525534,182,龙川县,,
525916,182,连平县,,
526105,182,和平县,,
526364,182,东源县,,
526670,80,江城区,,
526852,80,阳西县,,
527014,80,阳东区,,
527213,80,阳春市,,
527590,114,清城区,,
527751,114,清新区,,
527967,114,佛冈县,,
528064,114,阳山县,,
528245,114,连山壮族瑶族自治县,,
528309,114,连南瑶族自治县,,
528388,114,英德市,,
528713,114,连州市,,
528900,27,东城街道,,
528926,27,南城街道,,
528945,27,万江街道,,
528974,27,莞城街道,,
528983,27,石碣镇,,
528999,27,石龙镇,,
529010,27,茶山镇,,
529029,27,石排镇,,
529049,27,企石镇,,
529070,27,横沥镇,,
529088,27,桥头镇,,
529106,27,谢岗镇,,
529119,27,东坑镇,,
529136,27,常平镇,,
529170,27,寮步镇,,
529201,27,樟木头镇,,
529213,27,大朗镇,,
529242,27,黄江镇,,
529250,27,清溪镇,,
529273,27,塘厦镇,,
529298,27,凤岗镇,,
529311,27,大岭山镇,,
529336,27,长安镇,,
529350,27,虎门镇,,
529383,27,厚街镇,,
529408,27,沙田镇,,
529427,27,道滘镇,,
529442,27,洪梅镇,,
529453,27,麻涌镇,,
529469,27,望牛墩镇,,
529492,27,中堂镇,,
529513,27,高埗镇,,
529533,27,松山湖管委会,,
529535,27,虎门港管委会,,
529537,27,东莞生态园,,
529540,61,石岐区街道,,
529560,61,东区街道,,
529571,61,火炬开发区街道,,
529579,61,西区街道,,
529589,61,南区街道,,
529600,61,五桂山街道,,
529606,61,小榄镇,,
529622,61,黄圃镇,,
529639,61,民众镇,,
529659,61,东凤镇,,
529674,61,东升镇,,
529689,61,古镇镇,,
529703,61,沙溪镇,,
529720,61,坦洲镇,,
529735,61,港口镇,,
529745,61,三角镇,,
529754,61,横栏镇,,
529766,61,南头镇,,
529773,61,阜沙镇,,
529783,61,南朗镇,,
529799,61,三乡镇,,
529815,61,板芙镇,,
529827,61,大涌镇,,
529836,61,神湾镇,,
529844,212,湘桥区,,
530032,212,潮安区,,
530507,212,饶平县,,
530932,199,榕城区,,
531145,199,揭东区,,
531382,199,揭西县,,
531730,199,惠来县,,
532078,199,普宁市,,
532688,248,云城区,,
532807,248,新兴县,,
533025,248,郁南县,,
533249,248,云安区,,
533380,248,罗定市,,
533742,37,兴宁区,,
533821,37,青秀区,,
533942,37,江南区,,
534052,37,西乡塘区,,
534232,37,良庆区,,
534314,37,邕宁区,,
534394,37,武鸣区,,
534650,37,隆安县,,
534799,37,马山县,,
534964,37,上林县,,
535107,37,宾阳县,,
535360,37,横县,,
535699,121,城中区,,
535735,121,鱼峰区,,
535834,121,柳南区,,
535925,121,柳北区,,
536034,121,柳江区,,
536200,121,柳城县,,
536353,121,鹿寨县,,
536481,121,融安县,,
536643,121,融水苗族自治县,,
536869,121,三江侗族自治县,,
537053,52,秀峰区,,
537085,52,叠彩区,,
537125,52,象山区,,
537172,52,七星区,,
537225,52,雁山区,,
537273,52,临桂区,,
537453,52,阳朔县,,
537577,52,灵川县,,
537738,52,全州县,,
538041,52,兴安县,,
538177,52,永福县,,
538286,52,灌阳县,,
538437,52,龙胜各族自治县,,
538573,52,资源县,,
538655,52,平乐县,,
538819,52,荔浦县,,
538977,52,恭城瑶族自治县,,
539113,178,万秀区,,
539206,178,长洲区,,
539252,178,龙圩区,,
539336,178,苍梧县,,
539491,178,藤县,,
539802,178,蒙山县,,
539896,178,岑溪市,,
540194,156,海城区,,
540269,156,银海区,,
540325,156,铁山港区,,
540373,156,合浦县,,
540666,282,港口区,,
540710,282,防城区,,
540889,282,上思县,,
541010,282,东兴市,,
541057,268,钦南区,,
541250,268,钦北区,,
541448,268,灵山县,,
541883,268,浦北县,,
542175,244,港北区,,
542307,244,港南区,,
542482,244,覃塘区,,
542638,244,平南县,,
542948,244,桂平市,,
543407,245,玉州区,,
543524,245,福绵区,,
543647,245,容县,,
543892,245,陆川县,,
544072,245,博白县,,
544446,245,兴业县,,
544674,245,北流市,,
545011,262,右江区,,
545141,262,田阳县,,
545308,262,田东县,,
545487,262,平果县,,
545683,262,德保县,,
545883,262,靖西市,,
546194,262,那坡县,,
546334,262,凌云县,,
546453,262,乐业县,,
546550,262,田林县,,
546733,262,西林县,,
546839,262,隆林各族自治县,,
547036,213,八步区,,
547254,213,昭平县,,
547426,213,钟山县,,
547555,213,富川瑶族自治县,,
547724,280,金城江区,,
547882,280,南丹县,,
548042,280,天峨县,,
548147,280,凤山县,,
548255,280,东兰县,,
548419,280,罗城仫佬族自治县,,
548574,280,环江毛南族自治县,,
548735,280,巴马瑶族自治县,,
548853,280,都安瑶族自治县,,
549122,280,大化瑶族自治县,,
549297,280,宜州市,,
549525,332,兴宾区,,
549819,332,忻城县,,
549962,332,象州县,,
550099,332,武宣县,,
550262,332,金秀瑶族自治县,,
550356,332,合山市,,
550397,318,江州区,,
550549,318,扶绥县,,
550702,318,宁明县,,
550899,318,龙州县,,
551040,318,大新县,,
551213,318,天等县,,
551351,318,凭祥市,,
551400,42,秀英区,,
551504,42,龙华区,,
551634,42,琼山区,,
551759,42,美兰区,,
551916,51,市辖区,,
552097,370,西沙群岛,,
552100,370,南沙群岛,,
552103,370,中沙群岛的岛礁及其海域,,
552108,344,通什镇,,
552133,344,南圣镇,,
552140,344,毛阳镇,,
552155,344,番阳镇,,
552161,344,畅好乡,,
552172,344,毛道乡,,
552177,344,水满乡,,
552183,344,国营畅好农场,,
552191,261,嘉积镇,,
552239,261,万泉镇,,
552257,261,石壁镇,,
552265,261,中原镇,,
552288,261,博鳌镇,,
552306,261,阳江镇,,
552322,261,龙江镇,,
552332,261,潭门镇,,
552347,261,塔洋镇,,
552363,261,长坡镇,,
552385,261,大路镇,,
552401,261,会山镇,,
552407,261,国营东太农场,,
552426,261,国营东红农场,,
552434,261,国营东升农场,,
552440,261,彬村山华侨农场,,
552448,281,那大镇,,
552489,281,和庆镇,,
552503,281,南丰镇,,
552516,281,大成镇,,
552539,281,雅星镇,,
552565,281,兰洋镇,,
552584,281,光村镇,,
552597,281,木棠镇,,
552623,281,海头镇,,
552638,281,峨蔓镇,,
552652,281,三都镇,,
552662,281,王五镇,,
552672,281,白马井镇,,
552694,281,中和镇,,
552707,281,排浦镇,,
552716,281,东成镇,,
552737,281,新州镇,,
552770,281,国营西培农场,,
552786,281,国营西联农场,,
552807,281,国营蓝洋农场,,
552813,281,国营八一农场,,
552823,281,洋浦经济开发区,,
552842,281,华南热作学院,,
552845,300,文城镇,,
552901,300,重兴镇,,
552917,300,蓬莱镇,,
552930,300,会文镇,,
552948,300,东路镇,,
552961,300,潭牛镇,,
552982,300,东阁镇,,
553003,300,文教镇,,
553021,300,东郊镇,,
553038,300,龙楼镇,,
553050,300,昌洒镇,,
553064,300,翁田镇,,
553081,300,抱罗镇,,
553094,300,冯坡镇,,
553106,300,锦山镇,,
553136,300,铺前镇,,
553149,300,公坡镇,,
553157,300,国营东路农场,,
553166,300,国营南阳农场,,
553174,300,国营罗豆农场,,
553183,288,万城镇,,
553228,288,龙滚镇,,
553247,288,和乐镇,,
553271,288,后安镇,,
553297,288,大茂镇,,
553310,288,东澳镇,,
553331,288,礼纪镇,,
553349,288,长丰镇,,
553363,288,山根镇,,
553374,288,北大镇,,
553395,288,南桥镇,,
553403,288,三更罗镇,,
553416,288,国营东兴农场,,
553425,288,国营东和农场,,
553433,288,国营新中农场,,
553448,288,兴隆华侨农场,,
553458,288,地方国营六连林场,,
553461,328,八所镇,,
553507,328,东河镇,,
553527,328,大田镇,,
553553,328,感城镇,,
553569,328,板桥镇,,
553591,328,三家镇,,
553606,328,四更镇,,
553627,328,新龙镇,,
553637,328,天安乡,,
553653,328,江边乡,,
553664,328,国营广坝农场,,
553671,328,东方华侨农场,,
553682,349,定城镇,,
553717,349,新竹镇,,
553725,349,龙湖镇,,
553738,349,黄竹镇,,
553747,349,雷鸣镇,,
553760,349,龙门镇,,
553774,349,龙河镇,,
553790,349,岭口镇,,
553800,349,翰林镇,,
553808,349,富文镇,,
553819,349,国营中瑞农场,,
553827,349,国营南海农场,,
553836,349,国营金鸡岭农场,,
553846,363,屯城镇,,
553875,363,新兴镇,,
553889,363,枫木镇,,
553900,363,乌坡镇,,
553913,363,南吕镇,,
553929,363,南坤镇,,
553956,363,坡心镇,,
553966,363,西昌镇,,
553973,363,国营中建农场,,
553990,363,国营中坤农场,,
554006,340,金江镇,,
554062,340,老城镇,,
554081,340,瑞溪镇,,
554098,340,永发镇,,
554118,340,加乐镇,,
554130,340,文儒镇,,
554144,340,中兴镇,,
554157,340,仁兴镇,,
554164,340,福山镇,,
554173,340,桥头镇,,
554182,340,大丰镇,,
